ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
14407-20160516,2453776,27511,1,I WEINBERG HOSIERY CO,I WEINBERG HOSIERY CO,632 W ROOSEVELT RD  1,CHICAGO,IL,60607,25,28,25-28,1,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,14407,RENEW,,03/15/2016,03/26/2016,N,05/16/2016,05/15/2018,03/26/2016,03/28/2016,AAI,,,41.867311113,-87.643512221,"(41.867311113283826, -87.64351222131937)"
2129572-20160516,2455689,332129,4,DELI MANAGEMENT INC.,JASON'S DELI,195 N DEARBORN ST 1ST,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2129572,RENEW,,03/15/2016,05/06/2016,N,05/16/2016,05/15/2018,05/06/2016,05/09/2016,AAI,,1,41.885635171,-87.629346899,"(41.885635170797784, -87.62934689882326)"
2320598-20160416,2451134,389352,1,"THE BETTER CHOICE, LLC","THE BETTER CHOICE, LLC",155 N WACKER DR 42ND 4250,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,602,Administrative Commercial Office,2320598,RENEW,,02/15/2016,03/14/2016,N,04/16/2016,04/15/2018,03/14/2016,03/15/2016,AAI,,,41.884615617,-87.636682358,"(41.88461561705127, -87.63668235780031)"
29508-20160516,2453483,11684,1,POLK STREET CO.,POLK STREET CO.,548 W POLK ST 1ST,CHICAGO,IL,60607,25,28,25-28,1,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,29508,RENEW,,03/15/2016,05/13/2016,N,05/16/2016,05/15/2018,05/13/2016,05/13/2016,AAI,,,41.872112614,-87.641305255,"(41.87211261426958, -87.64130525460628)"
2210934-20160816,2474945,374699,1,BUCKSBAUM RETAIL PROPERTIES,BUCKSBAUM RETAIL PROPERTIES,71 S WACKER DR 21 2130,CHICAGO,IL,60606,42,12,42-12,1,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2210934,RENEW,,06/15/2016,07/27/2016,N,08/16/2016,08/15/2018,07/27/2016,07/28/2016,AAI,,,41.880717575,-87.636589107,"(41.880717575265145, -87.63658910737162)"
2202378-20160616,2461718,353199,2,"MIKVA CHALLENGE GRANT FOUNDATION, INC.",Mikva Challenge Grant Foundation,332 S MICHIGAN AVE 4 400,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,708,Miscellaneous Commercial Services,2202378,RENEW,,04/15/2016,04/25/2016,N,06/16/2016,06/15/2018,04/25/2016,04/26/2016,AAI,,,41.877480177,-87.624446588,"(41.87748017697733, -87.62444658849093)"
2483342-20160802,2483342,403643,1,NATIONAL MARKETPLACE LLC,REVIVAL FOOD HALL,125 S CLARK ST,CHICAGO,IL,60603,42,9,42-9,1,8343,Food - Shared Kitchen - Supplemental,803,Shared Kitchen - Supplemental,2483342,ISSUE,07/27/2016,07/29/2016,07/29/2016,N,08/02/2016,08/15/2018,08/01/2016,08/02/2016,AAI,,,41.879988513,-87.630688841,"(41.87998851304621, -87.63068884103124)"
2451565-20160301,2451565,404255,1,CHICAGO VN GROUP LLC,Bowls & Bao,214 W VAN BUREN ST 1ST,CHICAGO,IL,60607,42,49,42-49,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2451565,ISSUE,02/19/2016,02/19/2016,02/19/2016,N,03/01/2016,03/15/2018,02/29/2016,03/01/2016,AAI,,,41.876949125,-87.634159343,"(41.876949124597786, -87.63415934265407)"
1927268-20160816,2473131,281904,6,"FANNIE MAY CONFECTIONS, INC.",FANNY MAY CANDIES,117 N WABASH AVE 1 1,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1927268,RENEW,,06/15/2016,07/07/2016,N,08/16/2016,08/15/2018,07/07/2016,07/08/2016,AAI,,,41.883669066,-87.626085411,"(41.88366906613137, -87.62608541114129)"
25678-20160416,2448360,63557,2,23 E ADAMS STREET CORP,MILLER'S PUB & RESTAURANT,134 S WABASH AVE 1ST,CHICAGO,IL,60603,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,25678,RENEW,,02/15/2016,03/15/2016,N,04/16/2016,04/15/2018,03/15/2016,03/16/2016,AAI,,1,41.87994706,-87.62629031,"(41.87994705990922, -87.62629031020356)"
2207073-20160416,2449438,302860,1,Johnson Research Group Inc.,"Johnson Research Group, Inc.",343 S DEARBORN ST  404,CHICAGO,IL,60604,4,49,4-49,1,4404,Regulated Business License,724,Other Home Occupations,2207073,RENEW,,02/15/2016,03/01/2016,N,04/16/2016,04/15/2018,03/01/2016,03/02/2016,AAI,,,41.877146786,-87.629121233,"(41.877146786216336, -87.62912123316899)"
2458526-20160428,2458526,1589,1,WLS TELEVISION INC,WLS TELEVISION INC,190 N STATE ST 1,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,904,Retail Sales of General Merchandise,2458526,ISSUE,04/08/2016,04/26/2016,04/28/2016,N,04/28/2016,05/15/2018,04/28/2016,04/28/2016,AAI,,1,41.88555517,-87.628082725,"(41.88555516950279, -87.62808272516106)"
2003073-20160516,2453322,7551,56,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS BOND DRUG COMPANY OF ILLINOIS #5387,79 W MONROE ST GROUND,CHICAGO,IL,60603,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003073,RENEW,,03/15/2016,04/19/2016,N,05/16/2016,05/15/2018,04/19/2016,04/20/2016,AAI,,,41.880588504,-87.630709539,"(41.880588504249914, -87.63070953866247)"
645-20160316,2443474,119,1,MAXIM'S RESTAURANT INC,MAXIM'S RESTAURANT INC,20 N CLARK ST,CHICAGO,IL,60602,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,645,RENEW,,01/15/2016,04/22/2016,N,03/16/2016,03/15/2018,04/22/2016,04/25/2016,AAI,,,41.882434012,-87.631037014,"(41.88243401155929, -87.63103701420854)"
2470457-20160725,2470457,407270,1,BBSC #2 LLC,Brown Bag Seafood Co.,125 S CLARK ST  SUITE 100,CHICAGO,IL,60603,42,,42-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2470457,ISSUE,06/09/2016,06/09/2016,06/09/2016,N,07/25/2016,08/15/2018,07/22/2016,07/25/2016,AAI,,,41.879988513,-87.630688841,"(41.87998851304621, -87.63068884103124)"
1520425-20160416,2449187,281773,1,LALOS SUBWAY INC,LALO SUBWAY INC,77 W JACKSON BLVD,CHICAGO,IL,60604,4,49,4-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1520425,RENEW,,02/15/2016,04/07/2016,N,04/16/2016,04/15/2018,04/07/2016,04/08/2016,AAI,,,41.878041004,-87.630493449,"(41.87804100375637, -87.63049344911161)"
1445845-20160316,2444737,268298,1,"MILLENNIUM PARK JOINT VENTURE, LLC",THE PARK GRILL,11-35 N MICHIGAN AVE,CHICAGO,IL,60602,42,44,42-44,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1445845,RENEW,,01/15/2016,03/04/2016,N,03/16/2016,03/15/2018,03/04/2016,03/08/2016,AAI,,,41.882380741,-87.624228631,"(41.882380740887285, -87.62422863136193)"
1679826-20160416,2449407,301126,1,"24 SOUTH MICHIGAN, LLC",THE GAGE,24 S MICHIGAN AVE 1ST,CHICAGO,IL,60603,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1679826,RENEW,,02/15/2016,03/28/2016,N,04/16/2016,04/15/2018,04/01/2016,04/01/2016,AAI,,,41.881514411,-87.624495596,"(41.88151441122683, -87.62449559602777)"
2334871-20160616,2462964,391118,1,YELLOWPAGES.COM,"YELLOWPAGES.COM, LLC",35 W WACKER DR 1ST FLOOR 1750-1900,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2334871,RENEW,,04/15/2016,05/16/2016,N,06/16/2016,06/15/2018,05/16/2016,05/17/2016,AAI,,1,41.886709667,-87.629303031,"(41.88670966670664, -87.6293030309932)"
1680380-20160916,2479899,301471,1,111 WACKER RESTAURANT CORP.,TOWN HOUSE RESTAURANT & WINE BAR,111 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1680380,RENEW,,07/15/2016,08/08/2016,N,09/16/2016,09/15/2018,08/08/2016,08/09/2016,AAI,,,41.880334099,-87.636580238,"(41.88033409920658, -87.63658023772034)"
1271283-20160316,2443815,27126,2,GEMERALDS INC,GEMERALDS INC.,29 E MADISON ST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,924,"Wholesale Jewelry, Watches and Accessories",1271283,RENEW,,01/15/2016,02/13/2016,N,03/16/2016,03/15/2018,02/13/2016,02/16/2016,AAI,,1,41.88196533,-87.626793222,"(41.881965330252534, -87.62679322159418)"
2341330-20160416,2448031,35133,2,BURG TRANSLATION BUREAU INC,BURG TRANSLATION BUREAU INC.,134 N LA SALLE ST 15TH 1550,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,708,Miscellaneous Commercial Services,2341330,RENEW,,02/15/2016,02/29/2016,N,04/16/2016,04/15/2018,02/29/2016,03/01/2016,AAI,,,41.884111267,-87.632576385,"(41.88411126733353, -87.63257638523856)"
2477308-20160725,2477308,408302,1,"BLUE MAGNET INTERACTIVE MARKETING & MEDIA, LLC",BLUE MAGNET INTERACTIVE,401 S LA SALLE ST 7TH 700,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,703 | 668,Advertising and Marketing Office | Graphic Design and Consultation,2477308,ISSUE,07/14/2016,07/22/2016,07/22/2016,N,07/25/2016,08/15/2018,07/22/2016,07/25/2016,AAI,,,41.876813973,-87.631622662,"(41.87681397302159, -87.63162266168106)"
2341011-20160716,2468891,391488,1,"DIZA HOSPITALITY GROUP, LLC","DIZA HOSPITALITY GROUP, LLC ATRIUM CHICKEN",100 W RANDOLPH ST  C08,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2341011,RENEW,,05/15/2016,07/15/2016,N,07/16/2016,07/15/2018,07/15/2016,08/18/2016,AAI,,,41.884586267,-87.631010446,"(41.88458626715456, -87.63101044588599)"
1381606-20160416,2448909,265893,1,"LOCKWOOD PALMER HOUSE, LLC",LOCKWOOD,17 E MONROE ST 2,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1381606,RENEW,,02/15/2016,04/08/2016,N,04/16/2016,04/15/2018,04/08/2016,04/11/2016,AAI,,1,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
2488116-20160825,2488116,409425,1,STEVEN M. SPIZZIRRI,STEVEN M. SPIZZIRRI,73 E LAKE ST,CHICAGO,IL,60601,42,9,42-9,1,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2488116,ISSUE,08/25/2016,08/25/2016,08/25/2016,N,08/25/2016,09/15/2018,,08/25/2016,AAI,,,41.885623498,-87.625373821,"(41.88562349781985, -87.6253738213704)"
2303947-20160916,2480743,327070,4,"LIFESTART AT CENTRAL PARK, INC.",LIFESTART AT CENTRAL PARK,1 N FRANKLIN ST 3RD,CHICAGO,IL,60606,42,9,42-9,1,4404,Regulated Business License,670,Health Club,2303947,RENEW,,07/15/2016,08/03/2016,N,09/16/2016,09/15/2018,08/03/2016,08/09/2016,AAI,,,41.881967467,-87.635165443,"(41.881967467024346, -87.6351654428475)"
2354557-20160916,2479692,287477,2,"AMERICAN ARBITRATION ASSOCIATION, INC.","AMERICAN ARBITRATION ASSOCIATION, INC.",150 N MICHIGAN AVE 30TH 3050,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,602,Administrative Commercial Office,2354557,RENEW,,07/15/2016,08/29/2016,N,09/16/2016,09/15/2018,08/29/2016,08/30/2016,AAI,,,41.884530964,-87.624602045,"(41.88453096378336, -87.62460204460082)"
1195907-20160516,2454634,221790,1,"MANE ABSTRACTS HAIR SALON, LLC",MANE ABSTRACTS HAIR SALON,16 N MORGAN ST  115,CHICAGO,IL,60607,25,57,25-57,12,1010,Limited Business License,894,Hair Services,1195907,RENEW,,03/15/2016,05/10/2016,N,05/16/2016,05/15/2018,05/10/2016,05/11/2016,AAI,,,41.88219542,-87.652192695,"(41.882195420164166, -87.65219269489583)"
2327888-20160916,2480757,327150,2,"ELDORADO TRADING, LLC",ELDORADO TRADING GROUP,70 W MADISON ST 26TH FLOOR 2650,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,659,Financial and Accounting Services,2327888,RENEW,,07/15/2016,08/17/2016,N,09/16/2016,09/15/2018,08/17/2016,08/18/2016,AAI,,,41.882093367,-87.630391645,"(41.882093367301316, -87.63039164462683)"
2320333-20160416,2451066,389222,1,"ENHANCED DIAMOND INNOVATIONS, INC.",EDI,8 S MICHIGAN AVE 22ND 2210,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,924 | 923,"Wholesale Jewelry, Watches and Accessories | Retail Sales of Jewelry and Jewelry Repair",2320333,RENEW,,02/15/2016,03/09/2016,N,04/16/2016,04/15/2018,03/09/2016,03/10/2016,AAI,,,41.881899523,-87.624507008,"(41.881899523318246, -87.62450700789667)"
2385170-20160416,2447622,8970,142,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,440 S LA SALLE ST 3,CHICAGO,IL,60605,4,49,4-49,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2385170,RENEW,,02/15/2016,03/14/2016,N,04/16/2016,04/15/2018,03/14/2016,03/16/2016,AAI,,,41.87588847,-87.631884721,"(41.87588847004054, -87.63188472119873)"
1223173-20160516,2454146,62661,1,LEMPERIS RESTAURANT CORPORATION,PALACE GRILL,1408 W MADISON ST 1ST,CHICAGO,IL,60607,27,7,27-7,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1223173,RENEW,,03/15/2016,05/09/2016,N,05/16/2016,05/15/2018,05/09/2016,05/10/2016,AAI,,,41.881641206,-87.662348988,"(41.8816412064292, -87.66234898825614)"
2033045-20160416,2450016,353308,1,BLT STEAK CHICAGO LLC,THE FLORENTINE,151 W ADAMS ST 2ND,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2033045,RENEW,,02/15/2016,03/31/2016,N,04/16/2016,04/15/2018,03/31/2016,04/01/2016,AAI,,,41.879290073,-87.632362725,"(41.87929007329572, -87.63236272529976)"
15491-20160416,2448437,85681,1,PLATINUM FOODS INC,DUNKIN DONUTS,39 W JACKSON BLVD,CHICAGO,IL,60604,4,49,4-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,15491,RENEW,,02/15/2016,02/25/2016,N,04/16/2016,04/15/2018,02/25/2016,02/26/2016,AAI,,,41.878057652,-87.629268945,"(41.87805765240321, -87.62926894464043)"
1742248-20160416,2449493,308575,1,NORTHERN MAJESTIC HOTEL LLC,HAMPTON INN,22 W MONROE ST  4-21,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1742248,RENEW,,02/15/2016,03/15/2016,N,04/16/2016,04/15/2018,03/15/2016,03/16/2016,AAI,,1,41.88084496,-87.628591045,"(41.880844959557606, -87.62859104497413)"
2137370-20160916,2479457,269046,15,"CHICAGOLAND COMMISSARY, LLC",DUNKIN DONUTS,1519 W MADISON ST 1ST,CHICAGO,IL,60607,28,60,28-60,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2137370,RENEW,,07/15/2016,08/01/2016,N,09/16/2016,09/15/2018,08/01/2016,08/02/2016,AAI,,,41.881358862,-87.665249389,"(41.88135886163692, -87.66524938888526)"
1680504-20160916,2479901,301471,1,111 WACKER RESTAURANT CORP.,TOWN HOUSE RESTAURANT & WINE BAR,111 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1680504,RENEW,,07/15/2016,08/08/2016,N,09/16/2016,09/15/2018,08/08/2016,08/09/2016,AAI,,,41.880334099,-87.636580238,"(41.88033409920658, -87.63658023772034)"
2220665-20160416,2448443,85751,1,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,201 S MICHIGAN AVE,CHICAGO,IL,60604,42,44,42-44,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2220665,RENEW,,02/15/2016,03/14/2016,N,04/16/2016,04/15/2018,03/14/2016,03/15/2016,AAI,,,41.879491761,-87.624204389,"(41.87949176069021, -87.62420438882629)"
2130009-20160416,2447588,8970,108,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,131 S DEARBORN ST 24 2400,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2130009,RENEW,,02/15/2016,02/29/2016,N,04/16/2016,04/15/2018,02/29/2016,02/29/2016,AAI,,1,41.87988544,-87.629211595,"(41.87988544030099, -87.62921159480324)"
1092789-20160416,2448453,85751,4,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,164 N STATE ST,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1092789,RENEW,,02/15/2016,03/14/2016,N,04/16/2016,04/15/2018,03/14/2016,03/15/2016,AAI,,1,41.884963672,-87.628068565,"(41.884963671827244, -87.62806856475854)"
1822283-20160316,2444490,216822,4,"BACI GROUP, INC.",CAFFE BACI,10 S RIVERSIDE PLZ 1ST,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1822283,RENEW,,01/15/2016,04/25/2016,N,03/16/2016,03/15/2018,04/25/2016,05/09/2016,AAI,,,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)"
1922-20160916,2478374,62544,2,HYATT CORPORATION,BISTRO 151/BAR AT 151,151 E WACKER DR  PLAZA,CHICAGO,IL,60601,42,44,42-44,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1922,RENEW,,07/15/2016,08/11/2016,N,09/16/2016,09/15/2018,08/11/2016,08/12/2016,AAI,,,,,
1915457-20160916,2480018,306327,1,ECD-GREAT STREET LLC,THE WIT,201 N STATE ST 1-27,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1915457,RENEW,,07/15/2016,07/18/2016,N,09/16/2016,09/15/2018,07/18/2016,07/19/2016,AAI,,1,41.885778195,-87.627793737,"(41.88577819486805, -87.62779373655565)"
1475627-20160416,2448019,34284,2,"H. R. JEWELERS, INC","H.R. JEWELERS, INC.",5 S WABASH AVE  1019,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,1475627,RENEW,,02/15/2016,04/01/2016,N,04/16/2016,04/15/2018,04/01/2016,04/04/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
2216348-20160516,2452935,2826,1,"FABBRI SAUSAGE MFG. CO., INC.",FABBRI SAUSAGE MFG CO,166 N ABERDEEN ST,CHICAGO,IL,60607,27,7,27-7,12,4404,Regulated Business License,816,Storage or Use of Hazardous Materials,2216348,RENEW,,03/15/2016,03/22/2016,N,05/16/2016,05/15/2018,03/22/2016,03/23/2016,AAI,,,41.885025824,-87.654605922,"(41.88502582436289, -87.65460592239103)"
1473751-20160916,2479484,272058,1,GUSHAL INC.,News and Views,151 N MICHIGAN AVE LL,CHICAGO,IL,60601,42,44,42-44,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1473751,RENEW,,07/15/2016,08/01/2016,N,09/16/2016,09/15/2018,08/01/2016,08/02/2016,AAI,,,41.884540111,-87.624308522,"(41.88454011059238, -87.62430852246028)"
2003065-20160516,2452816,147,87,WALGREEN CO.,WALGREENS # 09001,191 N CLARK ST,CHICAGO,IL,60601,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003065,RENEW,,03/15/2016,04/20/2016,N,05/16/2016,05/15/2018,04/20/2016,04/22/2016,AAI,,,41.885490784,-87.630822272,"(41.88549078428762, -87.63082227177384)"
1969712-20160916,2481150,343162,1,"SWEETWATER TAVERN & GRILLE, LLC",SWEETWATER,225 N MICHIGAN AVE 1ST 100,CHICAGO,IL,60601,42,44,42-44,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1969712,RENEW,,07/15/2016,08/09/2016,N,09/16/2016,09/15/2018,08/09/2016,08/10/2016,AAI,,,41.886377406,-87.62438167,"(41.88637740620821, -87.62438167043969)"
2359954-20160516,2453706,22928,7,"THE ANGEL'S SHARE, LTD.",KAISER TIGER,1415 W RANDOLPH ST 1&2,CHICAGO,IL,60607,27,7,27-7,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2359954,RENEW,,03/15/2016,04/07/2016,N,05/16/2016,05/15/2018,04/07/2016,04/08/2016,AAI,,,41.884048725,-87.663056133,"(41.884048725151324, -87.66305613344618)"
1379334-20160916,2479397,264758,1,RESTAURANT ASSOCIATES  L.L.C.,RA @ UBS CHICAGO,1 N WACKER DR 30,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1379334,RENEW,,07/15/2016,08/04/2016,N,09/16/2016,09/15/2018,08/04/2016,08/05/2016,AAI,,,41.881951876,-87.636620349,"(41.88195187648601, -87.63662034940238)"
2021820-20160416,2448455,85751,12,THE ART INSTITUTE OF CHICAGO,THE SULLIVAN GALLERIES,33 S STATE ST 7TH,CHICAGO,IL,60603,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2021820,RENEW,,02/15/2016,03/18/2016,N,04/16/2016,04/15/2018,04/01/2016,04/01/2016,AAI,,1,41.88120239,-87.627593592,"(41.8812023900134, -87.62759359231444)"
2464934-20160513,2464934,406484,1,"CLEAN AS A WHISTLE II, INC.",CLEAN AS A WHISTLE CLEANERS,836 W ADAMS ST 1ST,CHICAGO,IL,60607,27,58,27-58,12,4404,Regulated Business License,648 | 631,Dry Cleaning - Drop Off Location | Clothing Alterations,2464934,ISSUE,05/13/2016,05/13/2016,05/13/2016,N,05/13/2016,05/15/2018,05/13/2016,05/13/2016,AAI,,,41.879302365,-87.648755825,"(41.879302365425524, -87.64875582476847)"
2320932-20160416,2451193,389459,1,PIA'S GEMS,PIA'S GEMS,1 N WABASH AVE GROUND  B 16,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2320932,RENEW,,02/15/2016,04/18/2016,N,04/16/2016,04/15/2018,04/18/2016,08/29/2016,AAI,,,41.882139431,-87.62606961,"(41.88213943091064, -87.62606960954469)"
1516668-20160416,2448945,267891,15,FAZAL DEVELOPMENT NETWORK INC,Subway 24453,66 E WASHINGTON ST,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1516668,RENEW,,02/15/2016,03/09/2016,N,04/16/2016,04/15/2018,03/09/2016,03/09/2016,AAI,,,41.883331979,-87.625458828,"(41.883331978623964, -87.62545882753577)"
2368934-20160916,2478273,48182,3,"MB INVESTMENTS, LLC","MB INVESTMENTS, LLC",1 N FRANKLIN ST 6TH 625,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,897,Financial Services,2368934,RENEW,,07/15/2016,08/03/2016,N,09/16/2016,09/15/2018,08/03/2016,08/04/2016,AAI,,,41.881967467,-87.635165443,"(41.881967467024346, -87.6351654428475)"
2308678-20160316,2445078,327262,3,"LOMBARDIA CAPITAL PARTNERS, INC.","Lombardia Capital Partners, Inc.",30 N LA SALLE ST 4TH  4030,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,897,Financial Services,2308678,RENEW,,01/15/2016,02/11/2016,N,03/16/2016,03/15/2018,02/11/2016,02/16/2016,AAI,,,41.882694669,-87.632531427,"(41.88269466861121, -87.63253142666058)"
2464712-20160510,2464712,406317,1,FELIX REYES BAUTISTA,EXPERT WATCH REPAIR,5 S WABASH AVE 8TH 802,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2464712,ISSUE,05/10/2016,05/10/2016,05/10/2016,N,05/10/2016,05/15/2018,05/10/2016,05/10/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
1140774-20160516,2454532,213356,1,COUSCOUS RESTAURANT INC,COUSCOUS RESTARURANT,1445 W TAYLOR ST 1,CHICAGO,IL,60607,28,38,28-38,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1140774,RENEW,,03/15/2016,04/12/2016,N,05/16/2016,05/15/2018,04/12/2016,04/27/2016,AAI,,,41.869200313,-87.663472662,"(41.86920031338893, -87.66347266172151)"
2216622-20160516,2454835,261673,1,SUNG K. KIM,DOWNTOWN CLEANERS,407 S PEORIA ST 1ST,CHICAGO,IL,60607,25,6,25-6,12,4404,Regulated Business License,816,Storage or Use of Hazardous Materials,2216622,RENEW,,03/15/2016,05/11/2016,N,05/16/2016,05/15/2018,05/11/2016,05/11/2016,AAI,,16,41.876383806,-87.649383138,"(41.87638380557122, -87.6493831377376)"
2253005-20160416,2449648,324386,2,"STEVE'S SEGWAY TOURS, LLC","STEVE'S SEGWAY TOURS, #1 CHICAGO TOURS",155 N HARBOR DR  1C1A,CHICAGO,IL,60601,42,6,42-6,1,1010,Limited Business License,602,Administrative Commercial Office,2253005,RENEW,,02/15/2016,04/04/2016,N,04/16/2016,04/15/2018,04/04/2016,04/05/2016,AAI,,,41.884750538,-87.615603956,"(41.884750538499375, -87.61560395647253)"
2443254-20160809,2443254,229993,9,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2443254,ISSUE,01/11/2016,03/29/2016,03/29/2016,Y,08/09/2016,09/15/2018,08/09/2016,08/09/2016,AAI,,,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)"
2298788-20160616,2462512,386661,1,SOHO HOUSE CHICAGO LLC,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,CHICAGO,IL,60607,27,1,27-1,12,1006,Retail Food Establishment,767 | 735 | 614,"Retail Sales of General Merchandise and Non-Perishable Food | Preparation of Food and Dining on Premise With Seating | Beauty Salon, Hair Salon, Nail Salon",2298788,RENEW,,04/15/2016,04/28/2016,N,06/16/2016,06/15/2018,04/28/2016,04/29/2016,AAI,,,41.883557098,-87.648432396,"(41.883557097965046, -87.64843239611488)"
